payment_id,file_id,reference_id,amount,currency,direction,counterparty,payment_date,expected_posting_date,status
PMT-000221,FILE-0001,REF-M-0221,389.51,USD,inbound,"Thornton, Gamble and Anderson",2026-08-30,2026-08-30,unmatched
PMT-000222,FILE-0001,REF-M-0222,1950.57,USD,inbound,"Thornton, Grant and Alexander",2026-08-21,2026-08-22,unmatched
PMT-000223,FILE-0001,REF-M-0223,411.88,USD,inbound,Madden-Simpson,2026-08-11,2026-08-12,unmatched
PMT-000224,FILE-0001,REF-M-0224,1522.41,USD,inbound,Lopez-Jackson,2026-08-09,2026-08-09,unmatched
PMT-000225,FILE-0001,REF-M-0225,1560.64,USD,inbound,"Flynn, Gonzalez and Jones",2026-08-30,2026-08-30,unmatched
PMT-000226,FILE-0001,REF-M-0226,596.98,USD,inbound,Curtis-Schmidt,2026-08-08,2026-08-08,unmatched
PMT-000227,FILE-0001,REF-M-0227,2239.32,USD,inbound,Hanson-Chambers,2026-08-20,2026-08-21,unmatched
PMT-000228,FILE-0001,REF-M-0228,1333.15,USD,inbound,"Oneill, Meyers and Fletcher",2026-08-10,2026-08-10,unmatched
PMT-000229,FILE-0001,REF-M-0229,1174.6,USD,inbound,Torres-Smith,2026-08-08,2026-08-08,unmatched
PMT-000230,FILE-0001,REF-M-0230,458.38,USD,inbound,"Rhodes, Holland and Davis",2026-08-30,2026-08-30,unmatched
PMT-000231,FILE-0001,REF-M-0231,354.51,USD,inbound,"Nelson, Reyes and Hicks",2026-08-24,2026-08-25,unmatched
PMT-000232,FILE-0001,REF-M-0232,71.78,USD,inbound,Rogers-Rodriguez,2026-08-29,2026-08-30,unmatched
PMT-000233,FILE-0001,REF-M-0233,2378.16,USD,inbound,"Davidson, Greene and Simpson",2026-08-21,2026-08-21,unmatched
PMT-000234,FILE-0001,REF-M-0234,1118.15,USD,inbound,Wheeler and Sons,2026-08-01,2026-08-01,unmatched
PMT-000235,FILE-0001,REF-M-0235,2310.66,USD,inbound,Gomez-Anderson,2026-08-20,2026-08-21,unmatched
PMT-000236,FILE-0001,REF-M-0236,237.68,USD,inbound,"Vargas, Moore and Yu",2026-08-06,2026-08-07,unmatched
PMT-000237,FILE-0001,REF-M-0237,2467.44,USD,inbound,Martinez-Richardson,2026-08-21,2026-08-21,unmatched
PMT-000238,FILE-0001,REF-M-0238,501.77,USD,inbound,Banks-Moore,2026-08-19,2026-08-19,unmatched
PMT-000239,FILE-0001,REF-M-0239,1486.59,USD,inbound,Trujillo LLC,2026-08-23,2026-08-23,unmatched
PMT-000240,FILE-0001,REF-M-0240,1731.64,USD,inbound,Lee and Sons,2026-08-11,2026-08-12,unmatched
PMT-000241,FILE-0001,REF-M-0241,1605.08,USD,inbound,Holloway Inc,2026-08-24,2026-08-25,unmatched
PMT-000242,FILE-0001,REF-M-0242,1085.94,USD,inbound,Walls-Reyes,2026-08-19,2026-08-19,unmatched
PMT-000243,FILE-0001,REF-M-0243,2205.35,USD,inbound,"Rodriguez, Reynolds and Weaver",2026-08-27,2026-08-28,unmatched
PMT-000244,FILE-0001,REF-M-0244,818.8,USD,inbound,"Flores, Smith and Rice",2026-08-09,2026-08-09,unmatched
PMT-000245,FILE-0001,REF-M-0245,539.23,USD,inbound,"Matthews, Simmons and Cook",2026-08-21,2026-08-21,unmatched
PMT-000246,FILE-0001,REF-M-0246,1815.69,USD,inbound,"Cortez, Ward and Watkins",2026-08-12,2026-08-12,unmatched
PMT-000247,FILE-0001,REF-M-0247,1782.96,USD,inbound,Myers-Ford,2026-08-19,2026-08-20,unmatched
PMT-000248,FILE-0001,REF-M-0248,1145.63,USD,inbound,Chapman Ltd,2026-08-12,2026-08-12,unmatched
PMT-000249,FILE-0001,REF-M-0249,872.85,USD,inbound,"Hart, Berg and Floyd",2026-08-09,2026-08-09,unmatched
PMT-000250,FILE-0001,REF-M-0250,2448.42,USD,inbound,Mason-Deleon,2026-08-12,2026-08-13,unmatched
PMT-000251,FILE-0001,REF-M-0251,229.95,USD,inbound,Ortiz Inc,2026-08-06,2026-08-06,unmatched
PMT-000252,FILE-0001,REF-M-0252,815.43,USD,inbound,Mckee-Bradley,2026-08-30,2026-08-30,unmatched
PMT-000253,FILE-0001,REF-M-0253,1262.56,USD,inbound,"Howard, Castillo and Jones",2026-08-06,2026-08-06,unmatched
PMT-000254,FILE-0001,REF-M-0254,46.19,USD,inbound,"Kennedy, Ingram and Adams",2026-08-06,2026-08-07,unmatched
PMT-000255,FILE-0001,REF-M-0255,2396.99,USD,inbound,Rhodes-Sullivan,2026-08-03,2026-08-04,unmatched
PMT-000256,FILE-0001,REF-M-0256,2165.49,USD,inbound,"Fisher, Miller and Garcia",2026-08-07,2026-08-08,unmatched
PMT-000257,FILE-0001,REF-M-0257,510.51,USD,inbound,"Bishop, Glenn and Hendrix",2026-08-23,2026-08-24,unmatched
PMT-000258,FILE-0001,REF-M-0258,2332.08,USD,inbound,"Jones, Fisher and Sanchez",2026-08-07,2026-08-07,unmatched
PMT-000259,FILE-0001,REF-M-0259,1713.69,USD,inbound,"Gonzalez, Craig and Davis",2026-08-02,2026-08-02,unmatched
PMT-000260,FILE-0001,REF-M-0260,1279.08,USD,inbound,Kirby-Dixon,2026-08-13,2026-08-14,unmatched
PMT-000261,FILE-0001,REF-M-0261,1651.2,USD,inbound,Hammond-Lopez,2026-08-26,2026-08-27,unmatched
PMT-000262,FILE-0001,REF-M-0262,1493.69,USD,inbound,Moore-Anderson,2026-08-01,2026-08-01,unmatched
PMT-000263,FILE-0001,REF-M-0263,1730.39,USD,inbound,"Bender, Jones and Gomez",2026-08-25,2026-08-26,unmatched
PMT-000264,FILE-0001,REF-M-0264,2031.34,USD,inbound,Davis PLC,2026-08-29,2026-08-29,unmatched
PMT-000265,FILE-0001,REF-M-0265,1669.06,USD,inbound,Gould LLC,2026-08-17,2026-08-17,unmatched
PMT-000266,FILE-0001,REF-M-0266,185.57,USD,inbound,Rubio-Bennett,2026-08-10,2026-08-10,unmatched
PMT-000267,FILE-0001,REF-M-0267,307.88,USD,inbound,Griffin-Graham,2026-08-24,2026-08-24,unmatched
PMT-000268,FILE-0001,REF-M-0268,1850.15,USD,inbound,Reyes and Sons,2026-08-01,2026-08-02,unmatched
PMT-000269,FILE-0001,REF-M-0269,2436.96,USD,inbound,Alvarado Inc,2026-08-08,2026-08-08,unmatched
PMT-000270,FILE-0001,REF-M-0270,2103.29,USD,inbound,"George, Williams and Rodriguez",2026-08-13,2026-08-13,unmatched
PMT-000271,FILE-0001,REF-M-0271,188.36,USD,inbound,Rogers-Gutierrez,2026-08-09,2026-08-10,unmatched
PMT-000272,FILE-0001,REF-M-0272,962.52,USD,inbound,Flores-Jones,2026-08-11,2026-08-12,unmatched
PMT-000273,FILE-0001,REF-M-0273,403.48,USD,inbound,Johnson-Jefferson,2026-08-03,2026-08-03,unmatched
PMT-000274,FILE-0001,REF-M-0274,2278.64,USD,inbound,Walsh-Rhodes,2026-08-28,2026-08-29,unmatched
PMT-000275,FILE-0001,REF-M-0275,1425.45,USD,inbound,Evans and Sons,2026-08-17,2026-08-18,unmatched
PMT-000276,FILE-0001,REF-M-0276,721.15,USD,inbound,"Davis, Krueger and Smith",2026-08-26,2026-08-26,unmatched
PMT-000277,FILE-0001,REF-M-0277,205.1,USD,inbound,Burns Inc,2026-08-17,2026-08-18,unmatched
PMT-000278,FILE-0001,REF-M-0278,2080.23,USD,inbound,"Perez, Hansen and Thompson",2026-08-16,2026-08-17,unmatched
PMT-000279,FILE-0001,REF-M-0279,1599.7,USD,inbound,"Peterson, Brown and Brown",2026-08-20,2026-08-20,unmatched
PMT-000280,FILE-0001,REF-M-0280,1485.42,USD,inbound,Watts PLC,2026-08-29,2026-08-29,unmatched
PMT-000281,FILE-0001,REF-M-0281,389.6,USD,inbound,"Holland, Thomas and Jones",2026-08-24,2026-08-25,unmatched
PMT-000282,FILE-0001,REF-M-0282,935.52,USD,inbound,Maddox Inc,2026-08-05,2026-08-05,unmatched
PMT-000283,FILE-0001,REF-M-0283,178.37,USD,inbound,Lamb Ltd,2026-08-04,2026-08-05,unmatched
PMT-000284,FILE-0001,REF-M-0284,1910.12,USD,inbound,"Jones, Kaufman and Harrison",2026-08-06,2026-08-06,unmatched
PMT-000285,FILE-0001,REF-M-0285,1508.02,USD,inbound,Clark-Vincent,2026-08-27,2026-08-27,unmatched
PMT-000286,FILE-0001,REF-M-0286,2450.89,USD,inbound,"Thompson, Murphy and Fernandez",2026-08-28,2026-08-29,unmatched
PMT-000287,FILE-0001,REF-M-0287,29.15,USD,inbound,Torres-Hunter,2026-08-20,2026-08-21,unmatched
PMT-000288,FILE-0001,REF-M-0288,1486.96,USD,inbound,"Kelly, Riley and Olsen",2026-08-19,2026-08-20,unmatched
PMT-000289,FILE-0001,REF-M-0289,269.09,USD,inbound,Sanchez PLC,2026-08-06,2026-08-07,unmatched
PMT-000290,FILE-0001,REF-M-0290,853.63,USD,inbound,Park-Kane,2026-08-17,2026-08-17,unmatched
PMT-000291,FILE-0001,REF-M-0291,2051.96,USD,inbound,"Farmer, Dixon and Rojas",2026-08-22,2026-08-22,unmatched
PMT-000292,FILE-0001,REF-M-0292,2025.63,USD,inbound,Brock-Fischer,2026-08-01,2026-08-02,unmatched
PMT-000293,FILE-0001,REF-M-0293,361.65,USD,inbound,Hodge PLC,2026-08-29,2026-08-30,unmatched
PMT-000294,FILE-0001,REF-M-0294,166.75,USD,inbound,Collins Inc,2026-08-17,2026-08-18,unmatched
PMT-000295,FILE-0001,REF-M-0295,601.66,USD,inbound,Anderson-Wilkins,2026-08-18,2026-08-18,unmatched
PMT-000296,FILE-0001,REF-M-0296,1452.21,USD,inbound,Mathews-Bowers,2026-08-26,2026-08-26,unmatched
PMT-000297,FILE-0001,REF-M-0297,1481.29,USD,inbound,Matthews-Bennett,2026-08-28,2026-08-29,unmatched
PMT-000298,FILE-0001,REF-M-0298,2489.31,USD,inbound,"Perry, Freeman and Gallegos",2026-08-16,2026-08-17,unmatched
PMT-000299,FILE-0001,REF-M-0299,141.47,USD,inbound,Harris-Davis,2026-08-05,2026-08-05,unmatched
PMT-000300,FILE-0001,REF-M-0300,251.08,USD,inbound,"Miller, White and Hamilton",2026-08-23,2026-08-23,unmatched
PMT-000301,FILE-0001,REF-M-0301,363.79,USD,inbound,"Bishop, Collier and Arellano",2026-08-17,2026-08-17,unmatched
PMT-000302,FILE-0001,REF-M-0302,1907.85,USD,inbound,Allen-Smith,2026-08-23,2026-08-24,unmatched
PMT-000303,FILE-0001,REF-M-0303,1688.69,USD,inbound,Franco-Allen,2026-08-08,2026-08-08,unmatched
PMT-000304,FILE-0001,REF-M-0304,2024.19,USD,inbound,Walters Inc,2026-08-07,2026-08-07,unmatched
PMT-000305,FILE-0001,REF-M-0305,2454.55,USD,inbound,Russell-Garcia,2026-08-01,2026-08-01,unmatched
PMT-000306,FILE-0001,REF-M-0306,589.28,USD,inbound,"Hopkins, Murphy and Jenkins",2026-08-13,2026-08-14,unmatched
PMT-000307,FILE-0001,REF-M-0307,44.73,USD,inbound,"Ellison, Morales and Murphy",2026-08-30,2026-08-31,unmatched
PMT-000308,FILE-0001,REF-M-0308,200.38,USD,inbound,Thomas-Weber,2026-08-14,2026-08-15,unmatched
PMT-000309,FILE-0001,REF-M-0309,1041.85,USD,inbound,Wolf and Sons,2026-08-06,2026-08-07,unmatched
PMT-000310,FILE-0001,REF-M-0310,330.28,USD,inbound,"Juarez, Jenkins and Callahan",2026-08-10,2026-08-10,unmatched
PMT-000311,FILE-0001,REF-M-0311,2008.16,USD,inbound,Diaz-Evans,2026-08-17,2026-08-18,unmatched
PMT-000312,FILE-0001,REF-M-0312,2483.33,USD,inbound,Mitchell Ltd,2026-08-30,2026-08-31,unmatched
PMT-000313,FILE-0001,REF-M-0313,1032.25,USD,inbound,"Watson, Hickman and Frost",2026-08-08,2026-08-08,unmatched
PMT-000314,FILE-0001,REF-M-0314,2059.52,USD,inbound,Jones and Sons,2026-08-03,2026-08-03,unmatched
PMT-000315,FILE-0001,REF-M-0315,1982.84,USD,inbound,Bell-Ross,2026-08-27,2026-08-28,unmatched
PMT-000316,FILE-0001,REF-M-0316,2350.36,USD,inbound,Wilson-Phelps,2026-08-09,2026-08-10,unmatched
PMT-000317,FILE-0001,REF-M-0317,1716.01,USD,inbound,"Compton, Espinoza and Mclaughlin",2026-08-20,2026-08-20,unmatched
PMT-000318,FILE-0001,REF-M-0318,2290.09,USD,inbound,Fitzgerald-Hall,2026-08-09,2026-08-09,unmatched
PMT-000319,FILE-0001,REF-M-0319,337.79,USD,inbound,"Alvarez, Smith and Hernandez",2026-08-13,2026-08-13,unmatched
PMT-000320,FILE-0001,REF-M-0320,1278.34,USD,inbound,Hall-Williams,2026-08-04,2026-08-04,unmatched
PMT-000321,FILE-0001,REF-M-0321,2404.99,USD,inbound,Smith Ltd,2026-08-30,2026-08-30,unmatched
PMT-000322,FILE-0001,REF-M-0322,848.13,USD,inbound,Jenkins-Smith,2026-08-15,2026-08-16,unmatched
PMT-000323,FILE-0001,REF-M-0323,2044.21,USD,inbound,Nguyen Group,2026-08-16,2026-08-16,unmatched
PMT-000324,FILE-0001,REF-M-0324,998.64,USD,inbound,Johns Inc,2026-08-28,2026-08-29,unmatched
PMT-000325,FILE-0001,REF-M-0325,2178.35,USD,inbound,Powell-Smith,2026-08-22,2026-08-22,unmatched
PMT-000326,FILE-0001,REF-M-0326,1367.75,USD,inbound,Miller and Sons,2026-08-25,2026-08-26,unmatched
PMT-000327,FILE-0001,REF-M-0327,774.86,USD,inbound,Jones-Finley,2026-08-12,2026-08-12,unmatched
PMT-000328,FILE-0001,REF-M-0328,41.43,USD,inbound,Yoder-Hunter,2026-08-23,2026-08-24,unmatched
PMT-000329,FILE-0001,REF-M-0329,470.05,USD,inbound,Ellis-Stout,2026-08-09,2026-08-10,unmatched
PMT-000330,FILE-0001,REF-M-0330,293.2,USD,inbound,Richardson PLC,2026-08-26,2026-08-26,unmatched
PMT-000331,FILE-0001,REF-M-0331,784.5,USD,inbound,French Group,2026-08-09,2026-08-09,unmatched
PMT-000332,FILE-0001,REF-M-0332,62.06,USD,inbound,"Ramos, Johnson and Ray",2026-08-28,2026-08-28,unmatched
PMT-000333,FILE-0001,REF-M-0333,1335.99,USD,inbound,George Inc,2026-08-01,2026-08-01,unmatched
PMT-000334,FILE-0001,REF-M-0334,560.45,USD,inbound,"Hanson, Anderson and Anderson",2026-08-22,2026-08-23,unmatched
PMT-000335,FILE-0001,REF-M-0335,2325.17,USD,inbound,Maldonado Inc,2026-08-19,2026-08-20,unmatched
PMT-000336,FILE-0001,REF-M-0336,624.39,USD,inbound,Davis LLC,2026-08-20,2026-08-21,unmatched
PMT-000337,FILE-0001,REF-M-0337,1549.96,USD,inbound,"Gonzales, Jones and Berry",2026-08-29,2026-08-30,unmatched
PMT-000338,FILE-0001,REF-M-0338,544.05,USD,inbound,Hooper-Paul,2026-08-17,2026-08-17,unmatched
PMT-000339,FILE-0001,REF-M-0339,1197.0,USD,inbound,Thornton-Lewis,2026-08-05,2026-08-06,unmatched
PMT-000340,FILE-0001,REF-M-0340,1716.34,USD,inbound,Martin-Anderson,2026-08-12,2026-08-12,unmatched
PMT-000341,FILE-0001,REF-M-0341,783.91,USD,inbound,Long and Sons,2026-08-12,2026-08-13,unmatched
PMT-000342,FILE-0001,REF-M-0342,2328.51,USD,inbound,"Smith, Rhodes and Holmes",2026-08-28,2026-08-29,unmatched
PMT-000343,FILE-0001,REF-M-0343,1923.25,USD,inbound,Robles Ltd,2026-08-10,2026-08-10,unmatched
PMT-000344,FILE-0001,REF-M-0344,1439.49,USD,inbound,"Mckinney, Chambers and Ray",2026-08-18,2026-08-19,unmatched
PMT-000345,FILE-0001,REF-M-0345,2242.99,USD,inbound,Herrera Inc,2026-08-16,2026-08-17,unmatched
PMT-000346,FILE-0001,REF-M-0346,2128.1,USD,inbound,Lee-West,2026-08-06,2026-08-06,unmatched
PMT-000347,FILE-0001,REF-M-0347,216.53,USD,inbound,"Pacheco, Burke and Hale",2026-08-02,2026-08-02,unmatched
PMT-000348,FILE-0001,REF-M-0348,1628.81,USD,inbound,"Clarke, Taylor and Summers",2026-08-26,2026-08-27,unmatched
PMT-000349,FILE-0001,REF-M-0349,1026.33,USD,inbound,"Jacobs, Watson and Santos",2026-08-23,2026-08-23,unmatched
PMT-000350,FILE-0001,REF-M-0350,1197.9,USD,inbound,Reynolds PLC,2026-08-22,2026-08-23,unmatched
PMT-000351,FILE-0001,REF-M-0351,165.71,USD,inbound,Moreno-Hopkins,2026-08-18,2026-08-18,unmatched
PMT-000352,FILE-0001,REF-M-0352,2471.75,USD,inbound,"Lynn, Daniel and Mendoza",2026-08-01,2026-08-02,unmatched
PMT-000353,FILE-0001,REF-M-0353,344.09,USD,inbound,Andrade-Wright,2026-08-06,2026-08-07,unmatched
PMT-000354,FILE-0001,REF-M-0354,2107.34,USD,inbound,Collier-Torres,2026-08-01,2026-08-02,unmatched
PMT-000355,FILE-0001,REF-M-0355,2018.65,USD,inbound,"Ramos, Silva and Parsons",2026-08-28,2026-08-28,unmatched
PMT-000356,FILE-0001,REF-M-0356,230.0,USD,inbound,"Murillo, Patrick and Chen",2026-08-20,2026-08-20,unmatched
PMT-000357,FILE-0001,REF-M-0357,2403.92,USD,inbound,Erickson Group,2026-08-28,2026-08-29,unmatched
PMT-000358,FILE-0001,REF-M-0358,261.09,USD,inbound,"Maxwell, Valdez and Howell",2026-08-19,2026-08-20,unmatched
PMT-000359,FILE-0001,REF-M-0359,1149.3,USD,inbound,"Horne, Byrd and Jackson",2026-08-21,2026-08-22,unmatched
PMT-000360,FILE-0001,REF-M-0360,2057.23,USD,inbound,Smith-Nelson,2026-08-09,2026-08-10,unmatched
PMT-000361,FILE-0001,REF-M-0361,270.37,USD,inbound,"Dyer, Guzman and Stanley",2026-08-14,2026-08-14,unmatched
PMT-000362,FILE-0001,REF-M-0362,1915.36,USD,inbound,Harper-Kelly,2026-08-25,2026-08-25,unmatched
PMT-000363,FILE-0001,REF-M-0363,2011.97,USD,inbound,"Perez, Myers and Monroe",2026-08-18,2026-08-19,unmatched
PMT-000364,FILE-0001,REF-M-0364,351.75,USD,inbound,Stewart Group,2026-08-08,2026-08-08,unmatched
PMT-000365,FILE-0001,REF-M-0365,1781.44,USD,inbound,Roberts-Ramirez,2026-08-15,2026-08-16,unmatched
PMT-000366,FILE-0001,REF-M-0366,1343.43,USD,inbound,"Cook, Gonzalez and Kane",2026-08-27,2026-08-27,unmatched
PMT-000367,FILE-0001,REF-M-0367,1684.02,USD,inbound,"Serrano, Woodard and Brewer",2026-08-27,2026-08-27,unmatched
PMT-000368,FILE-0001,REF-M-0368,2049.62,USD,inbound,Fowler-Vasquez,2026-08-25,2026-08-26,unmatched
PMT-000369,FILE-0001,REF-M-0369,1485.74,USD,inbound,Johnston-Watts,2026-08-26,2026-08-26,unmatched
PMT-000370,FILE-0001,REF-M-0370,2067.2,USD,inbound,"Arnold, Moore and Beck",2026-08-24,2026-08-25,unmatched
PMT-000371,FILE-0001,REF-M-0371,1782.8,USD,inbound,Dixon and Sons,2026-08-14,2026-08-14,unmatched
PMT-000372,FILE-0001,REF-M-0372,33.91,USD,inbound,Roach-Garcia,2026-08-12,2026-08-12,unmatched
PMT-000373,FILE-0001,REF-M-0373,1230.07,USD,inbound,Johnson-Liu,2026-08-17,2026-08-18,unmatched
PMT-000374,FILE-0001,REF-M-0374,274.03,USD,inbound,"Davis, Johnson and Haley",2026-08-09,2026-08-09,unmatched
PMT-000375,FILE-0001,REF-M-0375,838.74,USD,inbound,Moon-Williams,2026-08-05,2026-08-05,unmatched
PMT-000376,FILE-0001,REF-M-0376,1375.19,USD,inbound,"Smith, Lambert and Downs",2026-08-20,2026-08-20,unmatched
PMT-000377,FILE-0001,REF-M-0377,1530.62,USD,inbound,"Keller, Brown and Wilson",2026-08-04,2026-08-04,unmatched
PMT-000378,FILE-0001,REF-M-0378,685.37,USD,inbound,Olson-Mclaughlin,2026-08-29,2026-08-29,unmatched
PMT-000379,FILE-0001,REF-M-0379,1295.68,USD,inbound,"Anderson, Alexander and Parker",2026-08-11,2026-08-11,unmatched
PMT-000380,FILE-0001,REF-M-0380,1331.27,USD,inbound,Melendez LLC,2026-08-03,2026-08-04,unmatched
PMT-000381,FILE-0001,REF-M-0381,1471.01,USD,inbound,Pierce Group,2026-08-23,2026-08-24,unmatched
PMT-000382,FILE-0001,REF-M-0382,978.24,USD,inbound,Fry LLC,2026-08-04,2026-08-04,unmatched
PMT-000383,FILE-0001,REF-M-0383,1143.99,USD,inbound,Smith-Thompson,2026-08-23,2026-08-23,unmatched
PMT-000384,FILE-0001,REF-M-0384,1792.48,USD,inbound,"Case, Morales and Freeman",2026-08-11,2026-08-12,unmatched
PMT-000385,FILE-0001,REF-M-0385,1725.45,USD,inbound,Stewart and Sons,2026-08-26,2026-08-27,unmatched
PMT-000386,FILE-0001,REF-M-0386,2313.59,USD,inbound,"Smith, Jones and Mendez",2026-08-04,2026-08-05,unmatched
PMT-000387,FILE-0001,REF-M-0387,249.76,USD,inbound,"Rivers, Nichols and Foster",2026-08-09,2026-08-09,unmatched
PMT-000388,FILE-0001,REF-M-0388,1883.09,USD,inbound,"Williamson, Campbell and Terrell",2026-08-14,2026-08-15,unmatched
PMT-000389,FILE-0001,REF-M-0389,851.23,USD,inbound,Adams Inc,2026-08-12,2026-08-13,unmatched
PMT-000390,FILE-0001,REF-M-0390,671.13,USD,inbound,Massey LLC,2026-08-28,2026-08-29,unmatched
PMT-000391,FILE-0001,REF-M-0391,1110.34,USD,inbound,Murray-Williams,2026-08-17,2026-08-17,unmatched
PMT-000392,FILE-0001,REF-M-0392,572.07,USD,inbound,"Smith, Johnson and Hardy",2026-08-18,2026-08-19,unmatched
PMT-000393,FILE-0001,REF-M-0393,1318.64,USD,inbound,"Williams, Cook and Watson",2026-08-20,2026-08-20,unmatched
PMT-000394,FILE-0001,REF-M-0394,754.03,USD,inbound,Moses-Obrien,2026-08-28,2026-08-29,unmatched
PMT-000395,FILE-0001,REF-M-0395,2092.4,USD,inbound,Rios-Suarez,2026-08-09,2026-08-10,unmatched
PMT-000396,FILE-0001,REF-M-0396,1369.11,USD,inbound,Smith-Harris,2026-08-29,2026-08-30,unmatched
PMT-000397,FILE-0001,REF-M-0397,739.47,USD,inbound,"Serrano, Lloyd and Combs",2026-08-11,2026-08-11,unmatched
PMT-000398,FILE-0001,REF-M-0398,1721.45,USD,inbound,Lopez LLC,2026-08-11,2026-08-12,unmatched
PMT-000399,FILE-0001,REF-M-0399,547.0,USD,inbound,Cardenas and Sons,2026-08-13,2026-08-13,unmatched
PMT-000400,FILE-0001,REF-M-0400,128.09,USD,inbound,Garrett-Zuniga,2026-08-23,2026-08-23,unmatched
PMT-000401,FILE-0001,REF-M-0401,1943.65,USD,inbound,Thompson-Fitzpatrick,2026-08-16,2026-08-16,unmatched
PMT-000402,FILE-0001,REF-M-0402,2010.67,USD,inbound,"Evans, Reed and Cummings",2026-08-26,2026-08-26,unmatched
PMT-000403,FILE-0001,REF-M-0403,2441.57,USD,inbound,Burton Ltd,2026-08-26,2026-08-26,unmatched
PMT-000404,FILE-0001,REF-M-0404,746.83,USD,inbound,Brooks LLC,2026-08-22,2026-08-22,unmatched
PMT-000405,FILE-0001,REF-M-0405,1223.07,USD,inbound,"Sandoval, Reed and Gonzalez",2026-08-25,2026-08-25,unmatched
PMT-000406,FILE-0001,REF-M-0406,1436.51,USD,inbound,Freeman-Walters,2026-08-06,2026-08-06,unmatched
PMT-000407,FILE-0001,REF-M-0407,998.02,USD,inbound,Koch Inc,2026-08-21,2026-08-22,unmatched
PMT-000408,FILE-0001,REF-M-0408,304.07,USD,inbound,Cohen and Sons,2026-08-25,2026-08-26,unmatched
PMT-000409,FILE-0001,REF-M-0409,1825.42,USD,inbound,Sweeney and Sons,2026-08-19,2026-08-20,unmatched
PMT-000410,FILE-0001,REF-M-0410,341.16,USD,inbound,Weaver-Villegas,2026-08-20,2026-08-20,unmatched
PMT-000411,FILE-0001,REF-M-0411,364.8,USD,inbound,"Lam, Smith and Dennis",2026-08-04,2026-08-04,unmatched
PMT-000412,FILE-0001,REF-M-0412,940.32,USD,inbound,"Rivera, Page and Hill",2026-08-19,2026-08-19,unmatched
PMT-000413,FILE-0001,REF-M-0413,692.71,USD,inbound,Jackson Ltd,2026-08-25,2026-08-26,unmatched
PMT-000414,FILE-0001,REF-M-0414,112.74,USD,inbound,Garcia and Sons,2026-08-02,2026-08-03,unmatched
PMT-000415,FILE-0001,REF-M-0415,938.67,USD,inbound,Davis Inc,2026-08-19,2026-08-19,unmatched
PMT-000416,FILE-0001,REF-M-0416,417.77,USD,inbound,Davis Inc,2026-08-06,2026-08-07,unmatched
PMT-000417,FILE-0001,REF-M-0417,2057.72,USD,inbound,"Newton, Garcia and Pratt",2026-08-13,2026-08-14,unmatched
PMT-000418,FILE-0001,REF-M-0418,807.85,USD,inbound,Stewart Ltd,2026-08-25,2026-08-26,unmatched
PMT-000419,FILE-0001,REF-M-0419,1608.75,USD,inbound,"Chandler, Carr and Smith",2026-08-03,2026-08-03,unmatched
PMT-000420,FILE-0001,REF-M-0420,469.99,USD,inbound,Williams-Perez,2026-08-26,2026-08-26,unmatched
PMT-000421,FILE-0001,REF-M-0421,1303.34,USD,inbound,Wall-Gonzalez,2026-08-29,2026-08-29,unmatched
PMT-000422,FILE-0001,REF-M-0422,1623.65,USD,inbound,"Johnston, Hall and Ray",2026-08-19,2026-08-20,unmatched
PMT-000423,FILE-0001,REF-M-0423,1194.88,USD,inbound,"Wilson, Griffin and Whitaker",2026-08-03,2026-08-03,unmatched
PMT-000424,FILE-0001,REF-M-0424,519.22,USD,inbound,Fritz-Wilson,2026-08-08,2026-08-09,unmatched
PMT-000425,FILE-0001,REF-M-0425,398.96,USD,inbound,Pham-Knapp,2026-08-08,2026-08-09,unmatched
PMT-000426,FILE-0001,REF-M-0426,2219.9,USD,inbound,Freeman Ltd,2026-08-28,2026-08-29,unmatched
PMT-000427,FILE-0001,REF-M-0427,1098.66,USD,inbound,Clark Group,2026-08-14,2026-08-15,unmatched
PMT-000428,FILE-0001,REF-M-0428,1377.37,USD,inbound,Shaw-Smith,2026-08-13,2026-08-13,unmatched
PMT-000429,FILE-0001,REF-M-0429,1941.57,USD,inbound,"Austin, Thomas and Lee",2026-08-14,2026-08-14,unmatched
PMT-000430,FILE-0001,REF-M-0430,1423.87,USD,inbound,Singh-Fuller,2026-08-26,2026-08-26,unmatched
PMT-000431,FILE-0001,REF-M-0431,2120.18,USD,inbound,"Walsh, Herman and Lewis",2026-08-03,2026-08-03,unmatched
PMT-000432,FILE-0001,REF-M-0432,871.22,USD,inbound,Rodriguez Inc,2026-08-17,2026-08-18,unmatched
PMT-000433,FILE-0001,REF-M-0433,822.33,USD,inbound,Mcdonald-Evans,2026-08-29,2026-08-29,unmatched
PMT-000434,FILE-0001,REF-M-0434,608.92,USD,inbound,"Flores, Hart and Williams",2026-08-26,2026-08-27,unmatched
PMT-000435,FILE-0001,REF-M-0435,1666.19,USD,inbound,Mcdonald-Garcia,2026-08-22,2026-08-23,unmatched
PMT-000436,FILE-0001,REF-M-0436,1464.63,USD,inbound,"Jimenez, Carr and Hunt",2026-08-28,2026-08-29,unmatched
PMT-000437,FILE-0001,REF-M-0437,177.61,USD,inbound,"Hines, Savage and Hernandez",2026-08-22,2026-08-22,unmatched
PMT-000438,FILE-0001,REF-M-0438,1221.26,USD,inbound,Arias LLC,2026-08-10,2026-08-10,unmatched
